county,lat,long,ID
linn,39.8652349,-93.1104004,742
livingston,39.7639036,-93.5573919,743
macon,39.8416253,-92.5675118,744
madison,37.4914691,-90.3567669,745
maries,38.1683782,-91.928925,746
marion,39.8080573,-91.6318781,747
mcdonald,36.6259839,-94.3529462,748
mercer,40.4095007,-93.5788706,749
miller,38.2118765,-92.4343544,750
mississippi,39.548248,-91.153628,751
moniteau,38.6074608,-92.5851064,752
monroe,39.494421,-91.9896892,753
montgomery,38.9682313,-91.4821326,754
morgan,38.4177341,-92.9183724,755
new madrid,36.5749606,-89.6780945,756
newton,36.9070237,-94.3424195,757
nodaway,40.3483437,-94.8723663,758
oregon,36.6909747,-91.4219804,759
osage,38.4637283,-91.8708392,760
ozark,36.6467816,-92.4575198,761
pemiscot,36.2104949,-89.8351486,762
perry,37.7107349,-89.8430248,763
pettis,38.7346291,-93.2991713,764
phelps,37.913292,-91.8168126,765
pike,39.3683251,-91.1825617,766
platte,39.3770348,-94.7716306,767
polk,37.6200803,-93.4087994,768
pulaski,37.8402606,-92.2248398,769
putnam,40.4890407,-92.9709709,770
ralls,39.552012,-91.547611,771
randolph,39.4418988,-92.5009215,772
ray,39.3661726,-93.9888262,773
reynolds,37.3762658,-90.9659462,774
ripley,36.6478735,-90.8887906,775
saline,39.1256186,-93.2300648,776
schuyler,40.4644896,-92.5152037,777
scotland,40.4479304,-92.1527305,778
scott,37.0516647,-89.5523071,779
shannon,37.1498052,-91.4328245,780
shelby,39.8004535,-92.071021,781
st charles,38.7829598,-90.481424,782
st clair,38.0592942,-93.7945456,783
st francois,37.7763775,-90.5089041,784
st louis,38.6268039,-90.1994097,785
ste genevieve,37.88958,-90.1856637,786
ste. genevieve,37.88958,-90.1856637,787
stoddard,36.8556646,-89.9451636,788
stone,36.7377156,-93.4555059,789
sullivan,40.1993002,-93.1140993,790
taney,36.6563729,-93.0665776,791
texas,37.3354601,-91.9808332,792
vernon,37.8639924,-94.3800151,793
warren,38.7535106,-91.1453948,794
washington,38.5610623,-91.0130208,795
wayne,37.1129133,-90.4809149,796
webster,37.2895151,-92.8792111,797
worth,40.4684837,-94.4176406,798
wright,37.2731008,-92.4765999,799
adams,40.5125798,-98.5148588,800
antelope,42.1864809,-98.0716943,801
arthur,41.5721288,-101.6974898,802
banner,41.5563636,-103.7384564,803
blaine,41.9195837,-99.979237,804
boone,41.7103804,-98.0544842,805
box butte,42.2130279,-103.0700157,806
boyd,42.916011,-98.7614212,807
brown,42.4068829,-99.9120353,808
buffalo,40.8421618,-99.0845816,809
burt,41.855662,-96.3357902,810
butler,41.2142454,-97.1384119,811
cass,40.9017313,-96.1922102,812
cedar,42.5947161,-97.2399373,813
chase,40.5217576,-101.6931758,814
cherry,42.5560174,-101.1503042,815
cheyenne,41.2053619,-102.9796713,816
clay,40.5020772,-98.0695257,817
colfax,41.5738643,-97.0828487,818
cuming,41.9233919,-96.7921475,819
custer,41.4022198,-99.7272241,820
dakota,42.4049316,-96.5677015,821
dawes,42.71723,-103.1216528,822
dawson,40.8776438,-99.8505693,823
deuel,41.1097054,-102.3261249,824
dixon,42.4351249,-96.8792569,825
dodge,41.58577,-96.6789773,826
douglas,41.2954112,-96.1415672,827
dundy,40.1849874,-101.6959427,828
fillmore,40.5292953,-97.599729,829
franklin,40.1715234,-98.9687585,830
frontier,40.5520473,-100.4230266,831
furnas,40.1791278,-99.8981009,832
gage,40.2469449,-96.7021336,833
garden,41.6440533,-102.3392806,834
garfield,41.895743,-99.0097985,835
gosper,40.5145053,-99.8185651,836
grant,41.9231444,-101.7354061,837
greeley,41.5595746,-98.5300914,838
hall,40.8627335,-98.5122907,839
hamilton,40.8569853,-98.0470062,840
harlan,40.1617382,-99.4349368,841
hayes,40.5335592,-101.0605971,842
hitchcock,40.1659573,-101.0387468,843
holt,42.4304452,-98.7540783,844
hooker,41.9078471,-101.1572302,845
howard,41.227424,-98.5174349,846
jefferson,40.185543,-97.1786805,847
johnson,40.3915587,-96.2796179,848
kearney,40.699478,-99.081858,849
keith,41.1973065,-101.6862537,850
keya paha,42.8866032,-99.6995454,851
kimball,41.1881305,-103.6997645,852
knox,42.6206698,-97.8901445,853
lancaster,40.7768326,-96.7111039,854
lincoln,40.8,-96.667821,855
logan,41.5590057,-100.5030548,856
loup,41.9075834,-99.4608177,857
madison,41.9064942,-97.5961512,858
mcpherson,41.5621689,-101.082432,859
merrick,41.1650536,-98.0531937,860
morrill,41.683432,-103.0100258,861
nance,41.3947359,-98.002421,862
nemaha,40.3837713,-95.8518344,863
nuckolls,40.1621285,-98.047997,864
otoe,40.6566851,-96.1444582,865
pawnee,40.1223248,-96.2629022,866
perkins,40.8501242,-101.6522162,867
phelps,40.5078647,-99.425665,868
pierce,42.2591262,-97.6036812,869
platte,41.5760383,-97.51149,870
polk,41.1893645,-97.570244,871
red willow,40.1686191,-100.4550901,872
richardson,40.1194651,-95.7607517,873
rock,42.4152603,-99.456071,874
saline,40.5079612,-97.175536,875
sarpy,41.1193462,-96.093081,876
saunders,41.2260007,-96.6520834,877
scotts bluff,41.8555787,-103.7088303,878
seward,40.8695533,-97.1706676,879
sheridan,42.4542885,-102.4089285,880
sherman,41.2206877,-98.99384,881
sioux,42.5055628,-103.7745337,882
stanton,41.9220687,-97.2141158,883
thayer,40.1682672,-97.6348188,884
thomas,41.9116541,-100.5558924,885
thurston,42.1837827,-96.5394986,886
valley,41.5595723,-98.9805484,887
washington,41.5407766,-96.246548,888
wayne,42.1941294,-97.169623,889
webster,40.1677552,-98.5260923,890
wheeler,41.8998069,-98.5309487,891
york,40.868095,-97.592026,892
adams,46.073286,-102.5315028,893
barnes,46.9310489,-98.0678849,894
benson,48.0191362,-99.403103,895
billings,47.0456305,-103.3943708,896
bottineau,48.82723,-100.445698,897
bowman,46.1830618,-103.3949061,898
burke,48.7882181,-102.5295867,899
burleigh,46.9498874,-100.5127667,900
cass,46.9241972,-97.220631,901
cavalier,48.7938814,-97.6223098,902
dickey,46.0952757,-98.5322728,903
divide,48.8189219,-103.5180387,904
dunn,47.30612,-102.6112348,905
eddy,47.7113958,-98.9087265,906
emmons,46.2575403,-100.2574942,907
foster,47.4642277,-98.8815333,908
golden valley,46.9317944,-103.8668414,909
grand forks,47.9078244,-97.0592028,910
grant,46.3441037,-101.6261837,911
griggs,47.4473179,-98.2616158,912
hettinger,46.0013946,-102.6368239,913
kidder,46.9636218,-99.7952675,914
la moure,48.8319389,-97.9298186,915
logan,46.4650338,-99.4501721,916
mchenry,48.1907427,-100.65378,917
mcintosh,46.1097938,-99.4243411,918
mckenzie,47.7702536,-103.4734684,919
mclean,47.6002156,-101.1719782,920
mercer,47.3347663,-101.8650031,921
morton,46.7244733,-101.1644543,922
mountrail,48.230321,-102.3603325,923
nelson,47.8852229,-98.1774434,924
oliver,47.1077709,-101.3524486,925
pembina,48.7530787,-97.5532833,926
pierce,48.1957108,-100.0625504,927
ramsey,48.2426199,-98.7062419,928
ransom,46.4519081,-97.6903091,929
renville,48.6579169,-101.7009103,930
richland,46.2247251,-96.9470748,931
rolette,48.7419695,-99.8380336,932
sargent,46.1101793,-97.6291809,933
sheridan,47.5321614,-100.367913,934
sioux,46.0654725,-100.978187,935
slope,46.4464651,-103.4507022,936
stark,46.7870161,-102.7338349,937
steele,47.4413054,-97.7450372,938
stutsman,46.9596318,-98.9742609,939
towner,48.6481504,-99.2322581,940
traill,47.4438504,-97.1797001,941
walsh,48.3693784,-97.7469943,942
ward,48.2488309,-101.6242607,943
wells,47.5664224,-99.6508819,944
williams,48.3629861,-103.4958386,945
adams,38.8398935,-83.5051704,946
allen,40.8077797,-84.0572225,947
ashland,40.7887367,-82.2360391,948
ashtabula,41.7167229,-80.74947,949
athens,39.3289242,-82.1012479,950
auglaize,40.5942186,-84.2641951,951
belmont,40.0057737,-81.0097516,952
brown,38.9092542,-83.8836555,953
butler,39.4233043,-84.5936897,954
carroll,40.5250362,-81.0927234,955
champaign,40.1726987,-83.7701999,956
clark,39.9229676,-83.7905959,957
clermont,39.0678155,-84.1566341,958
clinton,39.4259873,-83.8445792,959
columbiana,40.7787016,-80.7648602,960
coshocton,40.2905684,-81.9271441,961
crawford,40.8705909,-82.9065596,962
cuyahoga,41.4301347,-81.6905558,963
darke,40.168765,-84.631372,964
defiance,41.3203058,-84.5084835,965
delaware,40.2317686,-82.9651045,966
erie,41.3506462,-82.640448,967
fairfield,39.7886111,-82.6418883,968
fayette,39.5839889,-83.4401122,969
franklin,40.0283162,-83.0076657,970
fulton,41.6045817,-84.1141048,971
gallia,38.7952465,-82.3556216,972
geauga,41.4768249,-81.1850459,973
greene,39.6908207,-83.9175037,974
guernsey,40.0802222,-81.4859433,975
hamilton,39.2085354,-84.5501874,976
hancock,40.9939911,-83.6587588,977
hardin,40.6880457,-83.6835337,978
harrison,40.2694328,-81.1289112,979
henry,41.2818109,-84.0581255,980
highland,39.1802516,-83.6304344,981
hocking,39.4644491,-82.5469722,982
holmes,40.5840117,-81.9304045,983
huron,41.1305303,-82.591828,984
jackson,39.0131871,-82.6089043,985
jefferson,40.3792938,-80.7847619,986
knox,40.4467896,-82.4056302,987
lake,41.7064789,-81.2380032,988
lawrence,38.6065461,-82.5702511,989
licking,40.1318041,-82.4627856,990
logan,40.4430521,-83.7414465,991
lorain,41.4673238,-82.1781904,992
lucas,41.6508446,-83.621321,993
madison,39.8868227,-83.3937233,994
mahoning,40.9830133,-80.7826416,995
marion,40.5885271,-83.1895249,996
medina,41.1000764,-81.9382517,997
meigs,39.1099292,-82.0420769,998
mercer,40.4367866,-84.6109122,999
miami,40.0580258,-84.2236524,1000
monroe,39.7157533,-81.1078783,1001
montgomery,39.6837328,-84.2854817,1002
morgan,39.5943953,-81.877978,1003
morrow,40.4574358,-82.7771661,1004
muskingum,40.0064162,-81.9984697,1005
noble,39.7517148,-81.4957347,1006
ottawa,41.5421375,-83.213342,1007
paulding,41.1628401,-84.5902954,1008
perry,39.6370289,-82.2044367,1009
pickaway,39.6725327,-83.0373284,1010
pike,39.1056387,-83.0611404,1011
portage,41.1496775,-81.2082,1012
preble,39.8125011,-84.6411162,1013
putnam,41.0677672,-84.1686932,1014
richland,40.776322,-82.5302254,1015
ross,39.3455507,-83.077359,1016
sandusky,41.4489397,-82.7079605,1017
scioto,38.823448,-83.017141,1018
seneca,41.1343702,-83.1194199,1019
shelby,40.3491604,-84.1593008,1020
stark,40.7214654,-81.4399734,1021
summit,41.1457902,-81.5333603,1022
trumbull,41.3068487,-80.7661017,1023
tuscarawas,40.3759469,-81.464888,1024
union,40.3255937,-83.3676859,1025
van wert,40.8014651,-84.600988,1026
vinton,39.2744355,-82.4740302,1027
warren,39.4203978,-84.180897,1028
washington,39.4782641,-81.5488945,1029
wayne,40.8615819,-81.9034617,1030
williams,41.5018224,-84.5923785,1031
wood,41.2776661,-83.6643025,1032
wyandot,40.865471,-83.2810539,1033
aurora,43.6963371,-98.5722461,1034
beadle,44.4157764,-98.2751583,1035
bennett,43.1854085,-101.655263,1036
bon homme,43.0067408,-97.8721324,1037
brookings,44.311461,-96.79844,1038
brown,45.5832968,-98.3674786,1039
brule,43.6848301,-99.0538876,1040
buffalo,44.0646363,-99.1707339,1041
butte,44.9121731,-103.5267067,1042
campbell,45.7560544,-100.0441548,1043
charles mix,43.2257871,-98.6162758,1044
clark,44.8684319,-97.7431382,1045
clay,42.9190617,-96.9712933,1046
codington,44.9695646,-97.1976513,1047
corson,45.7135207,-101.1797766,1048
custer,43.766651,-103.598806,1049
davison,43.6660467,-98.1383168,1050
day,45.3658879,-97.6152661,1051
deuel,44.7554353,-96.671551,1052
dewey,45.1788983,-100.8592127,1053
douglas,43.3969325,-98.3406673,1054
edmunds,45.4163408,-99.2220208,1055
fall river,43.2264954,-103.5791473,1056
faulk,45.0743643,-99.1739778,1057
grant,45.1690114,-96.7057561,1058
gregory,43.1713788,-99.1674843,1059
haakon,44.2887741,-101.5756888,1060
hamlin,44.6754502,-97.2005816,1061
hand,44.5405047,-99.0053027,1062
hanson,43.6615541,-97.7945361,1063
harding,45.5509163,-103.4791412,1064
hughes,44.4047339,-99.946102,1065
hutchinson,43.3271413,-97.7396791,1066
hyde,44.5103405,-99.4936719,1067
jackson,43.668546,-101.6595883,1068
jerauld,44.0797601,-98.6182042,1069
jones,43.9667174,-100.6853793,1070
kingsbury,44.3631469,-97.4882433,1071
lake,44.0188394,-97.1267291,1072
lawrence,44.3501591,-103.8248538,1073
lincoln,43.2724187,-96.7387762,1074
lyman,43.9176386,-99.8581638,1075
marshall,45.7619018,-97.6300108,1076
mccook,43.6719795,-97.37153,1077
mcpherson,45.7350535,-99.2473056,1078
meade,44.5263375,-102.6463435,1079
mellette,43.561525,-100.7249944,1080
miner,44.0129518,-97.6043451,1081
minnehaha,43.6680284,-96.7837626,1082
moody,43.998215,-96.6671385,1083
oglala lakota,43.2977026,-102.5637516,1084
pennington,43.9955746,-102.7854668,1085
perkins,45.5288022,-102.5053545,1086
potter,45.0764805,-99.9607952,1087
roberts,45.6000291,-97.0000238,1088
sanborn,44.0089691,-98.0834349,1089
spink,44.9438314,-98.3730958,1090
stanley,44.4189684,-100.802728,1091
sully,44.7173891,-100.0690149,1092
todd,43.184924,-100.7438395,1093
tripp,43.3235158,-99.8941094,1094
turner,43.3256378,-97.136978,1095
union,42.8717888,-96.6772947,1096
walworth,45.4043853,-100.0072972,1097
washabaugh,43.569991,-101.660339,1098
washington,30.528989,-98.357235,1099
yankton,42.8712938,-97.3967011,1100
ziebach,44.9241074,-101.7110445,1101
